STATIONID,STREAM_NAME,LAT,LONG,HUC8,HUC8NAME,HUC10,HUC12,HUC_12_Name,COUNTY,YEAR,MONTH,DAY,METHOD,METHOD_DES,SmallFrees,LargeFrees,Richness,richEPT,richEPTptv,richTcadd,richEmay,PTVbeck3,PTVbeck4,HILSindex,SHANdivers,PTVpct03,PTVpct710,INST_COVER,EPI_SUB,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,AREAsqmi,Standardization,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,LC_Sites,Urban,Forested,Agriculture,OpenWaterWetland_,NA
20211202-1330-jeremmille,Little_Muddy_Creek,40.20403372,-76.08259652,02050306,Lower_Susquehanna,0205030611,020503061101,Little_Muddy_Creek,Lancaster,2021,12,2,Freestone,"6-Dframe_Composite,_200_subsample",50.4045,NA,19,11,8,4,5,5,14,4.64,2.52,29.9,10.3,13,15,10,15,14,10,16,14,15,14,14,9,159,10.8,<25_standardizations,50.37835998,48.69112654,44.46625771,19,8,5,4.640186916,2.515368464,29.90654206,214,16,4,6,0.677570093,2.263714685,10.74766355,214,16,7,2,4.864485981,2.263714685,28.5046729,214,20211202-1330-jeremmille_Waters,28.31417728,40.33807973,28.02885521,3.318887782,NA
20211206-1000-jeremmille,Hammer_Creek,40.24638496,-76.33510499,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lancaster,2021,12,6,Freestone,"6-Dframe_Composite,_200_subsample",53.4635,NA,19,9,6,5,3,7,13,3.03,1.9,51.4,1.8,15,16,9,15,16,11,15,14,5,15,15,13,159,14.3,<25_standardizations,53.47067559,43.68165496,49.10433333,19,6,7,3.027272727,1.901500145,51.36363636,220,16,4,0,0.136363636,1.797809129,6.818181818,220,16,6,6,3.645454545,1.797809129,48.63636364,220,20211206-1000-jeremmille_Waters,13.13192212,37.72999285,48.78304752,0.355037513,NA
20211206-1100-kstaudenme,Slippery_Rock_Creek,40.86375148,-80.25451484,05030105,Connoquenessing,0503010504,050301050409,Connoquenessing_Creek-Beaver__River,Lawrence,2021,12,6,Freestone,"6-Dframe_Composite,_200_subsample",NA,44.1333,18,7,5,5,2,2,10,4.65,2.3,6,2.3,16,14,12,18,16,13,16,15,16,16,16,10,178,826.3,>50_std,44.10963752,48.70260624,45.34069165,18,5,2,4.646788991,2.296216699,5.963302752,218,16,3,0,0.99078341,2.16336542,11.05990783,217,16,4,2,3.506912442,2.16336542,11.52073733,217,20211206-1100-kstaudenme_Waters,17.45699515,54.43593228,25.45571798,2.651354582,NA
20211206-1200-jeremmille,Hammer_Creek,40.27047023,-76.32139373,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lebanon,2021,12,6,Freestone,"6-Dframe_Composite,_200_subsample",38.6515,NA,18,6,3,3,2,5,11,5.32,2.31,8.4,7.9,10,11,8,16,13,10,12,14,8,11,10,8,131,11.9,<25_standardizations,38.05238028,40.70355987,31.34534729,17,3,5,5.325123153,2.296519469,8.374384236,203,13,2,3,1.0591133,2.111517107,1.97044335,203,13,3,1,5.660098522,2.111517107,2.463054187,203,20211206-1200-jeremmille_Waters,15.26432139,25.81261428,58.5382495,0.384814825,NA
20211206-1245-jeremmille,Hammer_Creek,40.2861402,-76.32951682,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lebanon,2021,12,6,Freestone,"6-Dframe_Composite,_200_subsample",27.7825,NA,13,4,1,2,2,1,3,6.07,1.87,4.7,14,6,8,3,16,15,9,13,15,7,12,14,8,126,5.8,<25_standardizations,27.78949475,34.25727217,21.74361348,13,1,1,6.074766355,1.873823802,4.672897196,214,10,0,0,0.563380282,1.604596338,2.34741784,213,10,0,0,6.427230047,1.604596338,0,213,20211206-1245-jeremmille_Waters,9.871613735,32.99342711,56.65581424,0.479144911,NA
20211206-1330-jeremmille,Hammer_Creek,40.2763283,-76.36365105,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lebanon,2021,12,6,Freestone,"6-Dframe_Composite,_200_subsample",88.9418,NA,30,21,18,6,9,39,37,2.79,2.77,52.6,0,16,16,8,10,15,13,16,14,13,17,16,17,171,0.6,<25_standardizations,89.39460165,63.61139096,70.89785218,30,18,39,2.794736842,2.773056679,52.63157895,190,22,9,15,0.978835979,2.502364022,24.86772487,189,22,14,24,3.164021164,2.502364022,42.32804233,189,20211206-1330-jeremmille_Waters,0.138888889,99.86111111,0,0,NA
20211208-0945-ablascovic,Earlakill_Run,40.42198942,-76.38141931,2050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,12,8,Freestone,"6-Dframe_Composite,_200_subsample",34.807,NA,19,7,3,3,3,1,6,5.61,2.17,2.4,2.9,2,3,4,13,11,3,3,16,7,6,3,5,76,3.6,<25_standardizations,34.20535683,39.48866047,29.94229924,18,3,1,5.618357488,2.155852307,2.415458937,207,15,2,3,1.473429952,1.844403373,2.898550725,207,15,3,0,5.719806763,1.844403373,0.966183575,207,20211208-0945-ablascovic_Waters,18.18824639,3.456945317,77.86769327,0.487115022,NA
20211208-1015-ablascovic,Little_Swatara_Creek,40.41852713,-76.38019526,02050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,12,8,Freestone,"6-Dframe_Composite,_200_subsample",NA,57.3853,21,14,11,6,5,7,16,4.33,1.95,17.5,2.4,6,7,8,16,11,6,8,15,8,10,9,8,112,56.9,>50_std,57.3908349,59.60821701,50.57699176,21,11,7,4.331753555,1.950154401,17.53554502,211,19,7,9,0.473933649,1.667141077,10.90047393,211,19,10,5,4.872037915,1.667141077,16.58767773,211,20211208-1015-ablascovic_Waters,11.7373015,33.42149543,53.51824587,1.322957198,NA
20211208-1115-ablascovic,Deep_Run,40.41023744,-76.40027902,02050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,12,8,Freestone,"6-Dframe_Composite,_200_subsample",31.5751,NA,18,7,4,3,3,1,10,5.89,1.63,3,7.1,8,8,10,15,13,5,10,15,5,9,4,4,106,5.4,<25_standardizations,31.5765716,37.35909873,30.4633234,18,4,1,5.888888889,1.628819521,3.03030303,198,17,2,3,2.725,1.625109528,6.5,200,17,4,0,5.91,1.625109528,2.5,200,20211208-1115-ablascovic_Waters,15.6920078,14.00642128,69.77984176,0.52172916,NA
20211209-0930-ablascovic,Little_Swatara_Creek,40.41693406,-76.39748696,02050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,12,9,Freestone,"6-Dframe_Composite,_200_subsample",NA,71.9555,23,15,11,3,8,6,15,3.78,2.51,56.2,1.5,10,14,13,16,10,10,11,16,10,10,7,9,136,61.1,>50_std,71.9417267,63.18515271,63.58323819,23,11,6,3.778325123,2.508769884,56.15763547,203,19,5,12,0.346534653,2.28132763,8.910891089,202,19,9,3,3.975247525,2.28132763,55.94059406,202,20211209-0930-ablascovic_Waters,12.1321465,31.41213752,55.16471927,1.290996714,NA
20211209-1000-ablascovic,Little_Swatara_Creek,40.41627827,-76.3962718,02050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,12,9,Freestone,"6-Dframe_Composite,_200_subsample",NA,65.1996,22,14,11,5,6,5,16,4.06,2.46,38.2,0.9,12,14,13,16,15,10,11,16,10,10,7,9,143,61.1,>50_std,65.18968314,61.68606283,56.25489122,22,11,5,4.056603774,2.456565891,38.20754717,212,18,6,9,0.54245283,2.203754151,13.67924528,212,18,9,2,4.405660377,2.203754151,37.73584906,212,20211209-1000-ablascovic_Waters,12.13149823,31.40445816,55.1731885,1.2908551,NA
20211209-1130-ablascovic,Unnamed__Tributary_to_Little_Swatara_Creek,40.43123349,-76.30907362,02050305,Lower_Susquehanna-Swatara,0205030507,020503050702,Upper_Little_Swatara_Creek,Berks,2021,12,9,Freestone,"6-Dframe_Composite,_200_subsample",48.5765,NA,22,12,9,5,7,8,17,5.15,2.42,10.1,7.3,11,15,9,11,15,11,16,17,6,14,7,4,136,1.4,<25_standardizations,48.59483375,42.76815845,39.81517996,22,9,8,5.146788991,2.42230806,10.09174312,218,16,2,0,0.779816514,2.197954459,5.963302752,218,16,7,4,5.380733945,2.197954459,7.798165138,218,20211209-1130-ablascovic_Waters,19.7778727,12.75096113,67.08671508,0.384451089,NA
20211209-1200-ablascovic,Unnamed__Tributary_to_Little_Swatara_Creek,40.43405862,-76.30023799,02050305,Lower_Susquehanna-Swatara,0205030507,020503050702,Upper_Little_Swatara_Creek,Berks,2021,12,9,Freestone,"6-Dframe_Composite,_200_subsample",34.844,NA,19,8,3,4,4,2,8,5.38,2.02,2.4,2.4,5,8,4,11,15,4,13,15,5,11,10,8,109,4.8,<25_standardizations,34.82618784,37.5092475,29.53600566,19,3,2,5.376190476,2.016224548,2.380952381,210,14,2,0,1.476190476,1.819567247,2.857142857,210,14,3,0,5.6,1.819567247,0.952380952,210,20211209-1200-ablascovic_Waters,13.37018029,6.566653507,78.72088433,1.342281879,NA
20211213-0900-ablascovic,Little_Swatara_Creek,40.47804825,-76.24145574,2050305,Lower_Susquehanna-Swatara,0205030507,020503050702,Upper_Little_Swatara_Creek,Berks,2021,12,13,Freestone,"6-Dframe_Composite,_200_subsample",52.4161,NA,24,13,9,5,4,5,16,4.73,2.55,22.9,6,11,15,13,15,11,5,12,13,6,12,15,15,143,7.2,<25_standardizations,52.41239116,54.16937447,44.25549331,24,9,5,4.729357798,2.547928262,22.93577982,218,18,7,12,0.848623853,2.178761956,11.00917431,218,18,9,3,5.04587156,2.178761956,15.59633028,218,20211213-0900-ablascovic_Waters,10.01476099,51.02380682,37.51561258,1.445819613,NA
20211213-0945-jeremmille,Little_Muddy_Creek,40.17809583,-76.08448485,02050306,Lower_Susquehanna,0205030611,020503061101,Little_Muddy_Creek,Lancaster,2021,12,13,Freestone,"6-Dframe_Composite,_200_subsample",52.8041,NA,22,13,10,5,6,7,16,4.66,2.41,24.5,5.5,15,15,5,16,13,9,15,10,5,10,10,10,133,13.7,<25_standardizations,52.79004862,47.46146641,45.21613656,22,10,7,4.659090909,2.405753993,24.54545455,220,18,5,3,1,2.139799458,8.636363636,220,18,8,3,4.9,2.139799458,24.54545455,220,20211213-0945-jeremmille_Waters,27.90906948,36.30150194,32.80269106,2.986737514,NA
20211213-1000-ablascovic,Unnamed__Tributary_to_Little_Swatara_Creek,40.47858024,-76.24156199,02050305,Lower_Susquehanna-Swatara,0205030507,020503050702,Upper_Little_Swatara_Creek,Berks,2021,12,13,Freestone,"6-Dframe_Composite,_200_subsample",61.4328,NA,26,14,11,6,5,7,19,3.87,2.57,40.6,0.5,7,14,6,9,15,4,15,14,8,10,16,15,133,1.9,<25_standardizations,61.42526876,57.34433091,50.16708912,26,11,7,3.873096447,2.569489147,40.60913706,197,19,6,9,0.431472081,2.190714689,30.96446701,197,19,9,3,4.16751269,2.190714689,33.50253807,197,20211213-1000-ablascovic_Waters,5.744094016,70.28420674,23.67190311,0.299796139,NA
20211213-1045-jeremmille,Muddy_Creek,40.1744464,-76.08084143,02050306,Lower_Susquehanna,0205030611,020503061102,Muddy_Creek,Lancaster,2021,12,13,Freestone,"6-Dframe_Composite,_200_subsample",60.6326,69.5426,28,15,11,5,7,9,19,4.84,2.83,29.4,11.3,14,16,9,16,15,12,16,13,10,10,10,7,148,26.1,<25_standardizations,60.65762048,55.1367168,49.07936332,28,11,9,4.838235294,2.833246266,29.41176471,204,21,5,6,0.467980296,2.625602818,13.30049261,203,21,8,1,5,2.625602818,27.5862069,203,20211213-1045-jeremmille_Waters,18.08333718,46.31473183,34.26109854,1.340832448,NA
20211213-1100-ablascovic,Little_Swatara_Creek,40.48160632,-76.20748559,02050305,Lower_Susquehanna-Swatara,0205030507,020503050702,Upper_Little_Swatara_Creek,Berks,2021,12,13,Freestone,"6-Dframe_Composite,_200_subsample",55.1615,NA,19,13,9,5,4,6,14,4.06,2.29,48.1,0,12,14,10,11,12,7,12,14,10,12,9,11,134,3.3,<25_standardizations,55.15352045,54.51132764,46.69100864,19,9,6,4.061320755,2.288633168,48.11320755,212,16,7,12,0.990566038,2.242737546,17.45283019,212,16,9,2,4.783018868,2.242737546,30.66037736,212,20211213-1100-ablascovic_Waters,8.382380862,67.20144295,23.03018796,1.385988229,NA
20211213-1200-jeremmille,Muddy_Creek,40.17958113,-76.0366439,02050306,Lower_Susquehanna,0205030611,020503061102,Muddy_Creek,Lancaster,2021,12,13,Freestone,"6-Dframe_Composite,_200_subsample",51.4463,NA,20,12,10,4,4,6,14,4.74,2.42,25.5,4.1,15,14,10,16,14,14,12,13,8,11,10,6,143,13.5,<25_standardizations,51.40902018,51.3187626,45.39485857,20,10,6,4.740909091,2.415450041,25.45454545,220,17,5,6,0.863636364,2.245269128,19.54545455,220,17,8,3,4.822727273,2.245269128,24.09090909,220,20211213-1200-jeremmille_Waters,16.89355215,55.75105372,26.28822527,1.067168864,NA
20211213-1300-jeremmille,Muddy_Creek,40.20974286,-76.01998336,02050306,Lower_Susquehanna,0205030611,020503061102,Muddy_Creek,Lancaster,2021,12,13,Freestone,"6-Dframe_Composite,_200_subsample",44.3606,NA,21,11,7,4,6,6,15,5.23,2.28,9.6,5.8,14,16,13,14,14,10,16,14,11,11,8,3,144,3.4,<25_standardizations,44.37804014,47.39589444,38.65404933,21,7,6,5.230769231,2.282690513,9.615384615,208,16,3,3,1.009615385,2.198927699,20.67307692,208,16,7,1,5.298076923,2.198927699,7.692307692,208,20211213-1300-jeremmille_Waters,13.23038397,58.84808013,27.87979967,0.041736227,NA
20211213-1345-jeremmille,Muddy_Creek,40.15670709,-76.11467577,02050306,Lower_Susquehanna,0205030611,020503061102,Muddy_Creek,Lancaster,2021,12,13,Freestone,"6-Dframe_Composite,_200_subsample",53.9796,61.293,21,13,9,5,6,3,14,4.27,2.41,42.3,9.1,15,14,11,16,15,14,14,15,7,12,10,8,151,44.4,<25_standardizations,53.98602252,52.58763497,47.53578376,21,9,3,4.272727273,2.412977189,42.27272727,220,18,4,3,1.045454545,2.170621277,38.63636364,220,18,7,1,4.75,2.170621277,42.72727273,220,20211213-1345-jeremmille_Waters,20.8086538,40.584998,36.71028316,1.896065039,NA
20211214-0945-jagrassi,Stanton_Brook,41.73512234,-78.55018581,05010001,Upper_Allegheny,0501000101,050100010103,Marvin_Creek,Mckean,2021,12,14,Freestone,"6-Dframe_Composite,_200_subsample",91.0615,NA,27,22,18,6,7,38,34,2.47,2.56,73.9,0,19,19,18,18,18,17,19,18,18,19,18,18,219,2.8,<25_standardizations,91.04112774,73.13992435,77.00227494,27,18,38,2.472477064,2.558947842,73.85321101,218,24,11,24,0.160550459,2.483061973,31.19266055,218,24,16,24,3.100917431,2.483061973,59.17431193,218,20211214-0945-jagrassi_Watershe,2.523659306,95.39957939,0.933228181,1.143533123,NA
20211214-1120-tdaley,Meshoppen_Creek,41.78323248,-75.84277711,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060803,Thomas_Creek-Meshoppen_Creek,Susquehanna,2021,12,14,Freestone,"6-Dframe_Composite,_200_subsample",56.9423,NA,24,16,11,2,10,16,20,4.53,1.65,37,0.9,16,17,16,16,15,14,19,12,12,13,16,15,181,5.6,<25_standardizations,56.94970543,43.34912357,42.19544326,24,11,16,4.532407407,1.65085594,37.03703704,216,19,4,12,2.710280374,1.573708876,4.205607477,214,19,9,9,5.528037383,1.573708876,12.14953271,214,20211214-1120-tdaley_Watershed_,6.964985463,52.78093793,38.66767792,1.586398685,NA
20211214-1130-jeremmille,Unnamed__Tributary_to_Hammer_Creek,40.2836823,-76.31906442,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lebanon,2021,12,14,Freestone,"6-Dframe_Composite,_200_subsample",28.815,NA,14,5,2,4,1,0,6,5.71,1.87,1.4,3.2,12,16,10,16,16,16,16,16,7,13,15,10,163,4.8,<25_standardizations,28.8453021,40.5382488,27.88858698,14,2,0,5.708333333,1.874998581,1.388888889,216,13,2,0,0.532407407,1.845158401,10.18518519,216,13,2,0,5.75462963,1.845158401,0.462962963,216,20211214-1130-jeremmille_Waters,22.19817382,17.34866419,60.08792695,0.365235036,NA
20211214-1245-jagrassi,Sibbald_Run,41.53619461,-79.43071924,05010003,Middle_Allegheny-Tionesta,0501000301,050100030106,Tubbs_Run-Allegheny_River,Forest,2021,12,14,Freestone,"6-Dframe_Composite,_200_subsample",88.4475,NA,23,19,17,7,6,34,30,2.05,2.66,76.9,0,18,17,16,16,19,15,17,16,17,19,20,19,209,1,<25_standardizations,88.41616373,65.80664971,70.05306765,23,17,34,2.052401747,2.656980319,76.8558952,229,20,10,15,0.328947368,2.608837321,26.75438596,228,20,14,18,3.135964912,2.608837321,53.07017544,228,20211214-1245-jagrassi_Watershe,0.157294534,95.63507668,4.207628785,0,NA
20211214-1245-jeremmille,Hammer_Creek,40.22795551,-76.33527301,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lancaster,2021,12,14,Freestone,"6-Dframe_Composite,_200_subsample",41.7965,NA,15,7,5,3,2,5,10,4.53,2.09,21.4,1.9,16,15,5,16,15,10,16,16,13,16,16,15,169,19.1,<25_standardizations,41.75733822,43.13663962,37.906806,15,5,5,4.534883721,2.085182618,21.39534884,215,14,3,6,1.511627907,2.024702065,7.906976744,215,14,5,1,4.869767442,2.024702065,18.60465116,215,20211214-1245-jeremmille_Waters,11.86868687,49.11186697,38.66900295,0.350443208,NA
20211214-1305-tdaley,Burdick_Creek,41.71759488,-75.87111755,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060803,Thomas_Creek-Meshoppen_Creek,Susquehanna,2021,12,14,Freestone,"6-Dframe_Composite,_200_subsample",92.4303,NA,33,27,21,6,10,31,35,2.69,2.81,71.5,1.5,14,15,15,12,11,13,17,14,15,13,8,8,155,2.8,<25_standardizations,94.18488205,70.55342924,72.05014989,33,21,31,2.685,2.808272816,71.5,200,24,11,18,0.325,2.62300479,29,200,24,15,19,3.485,2.62300479,49.5,200,20211214-1305-tdaley_Watershed_,8.584429959,51.16221867,38.4946501,1.758701267,NA
20211214-1415-jeremmille,Hammer_Creek,40.18841499,-76.26689277,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lancaster,2021,12,14,Freestone,"6-Dframe_Composite,_200_subsample",53.2031,61.419,19,9,7,4,3,6,14,4.14,2.29,47.9,0,12,12,5,16,12,8,12,11,3,12,16,13,132,29,<25_standardizations,53.18664357,49.00203861,43.87990353,19,7,6,4.142180095,2.289007931,47.86729858,211,12,3,3,0.428571429,2.042747013,37.61904762,210,12,5,1,4.261904762,2.042747013,47.14285714,210,20211214-1415-jeremmille_Waters,13.55672752,40.82996268,44.60211401,1.011195781,NA
20211214-1515-jeremmille,Hammer_Creek,40.16487551,-76.23696493,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lancaster,2021,12,14,Freestone,"6-Dframe_Composite,_200_subsample",52.2751,60.6985,18,11,8,3,5,6,12,4.38,2.05,50.9,4.7,9,10,2,16,13,6,11,11,9,11,12,9,119,32.4,<25_standardizations,52.2910021,50.47374092,45.30690041,18,8,6,4.378504673,2.050980656,50.93457944,214,15,3,6,1.285046729,1.898098427,43.92523364,214,15,5,2,4.471962617,1.898098427,50.93457944,214,20211214-1515-jeremmille_Waters,13.76622345,36.80525903,48.51196091,0.916556607,NA
20211215-1030-smeans,Big_Plum_Run,41.16885482,-77.40339837,02050203,Middle_West_Branch_Susquehanna,0205020304,020502030411,Chatham_Run,Clinton,2021,12,15,Freestone,"6-Dframe_Composite,_200_subsample",80.3586,NA,26,18,15,5,6,26,30,2.11,1.96,76.2,0,12,14,17,17,15,16,18,18,12,11,13,11,174,3.3,<25_standardizations,80.38307669,57.70653574,68.19810321,26,15,26,2.110132159,1.963831032,76.21145374,227,21,7,15,0.374449339,1.894031229,18.06167401,227,21,13,15,2.81938326,1.894031229,70.04405286,227,20211215-1030-smeans_Watershed_,7.343067249,82.13790898,10.51902377,0,NA
20211215-1120-slott,Jones_Mill_Run,40.00399485,-79.24177236,05020006,Youghiogheny,0502000606,050200060601,Laurel_Hill_Creek-Laurel_Hill_Lake_Dam,Somerset,2021,12,15,Freestone,"6-Dframe_Composite,_200_subsample",96.2718,NA,38,24,21,7,7,38,38,2.61,2.91,73.1,3.1,17,17,15,19,20,16,19,19,17,18,19,17,213,4.8,<25_standardizations,100.8700376,73.37922269,72.81581228,38,21,38,2.609865471,2.914817271,73.0941704,223,28,13,21,0.339366516,2.66966694,16.28959276,221,28,17,22,4.054298643,2.66966694,32.12669683,221,20211215-1120-slott_Watershed_L,8.400058233,91.54898821,0.00727908,0.04367448,NA
20211215-1200-tdaley,Bowers_Creek,41.00263027,-75.40998241,02040104,Middle_Delaware,0204010408,020401040801,Upper_McMichael_Creek,Monroe,2021,12,15,Freestone,"6-Dframe_Composite,_200_subsample",97.1998,NA,36,26,23,9,8,43,41,2.36,2.97,75.2,1.4,19,16,16,18,18,11,18,17,19,19,19,18,208,1.3,<25_standardizations,105.0687154,79.7929968,81.01008618,36,23,43,2.357142857,2.969588782,75.23809524,210,29,15,21,0.904761905,2.876135761,37.14285714,210,29,18,26,3.3,2.876135761,43.80952381,210,20211215-1200-tdaley_Watershed_,0.992829564,98.34528406,0,0.661886376,NA
20211216-0900-mhoger,Carbaugh_Run,39.89698407,-77.45108,02070004,Conococheague,0207000408,020700040801,Rocky_Mountain_Creek,Adams,2021,12,16,Freestone,"WQN,_6-Dframe_Composite,_200_Subsample",96.1231,NA,30,25,22,8,10,37,36,1.47,2.53,90.6,0,18,16,18,19,20,17,19,16,15,19,20,20,217,6,<25_standardizations,100.8390254,68.87311393,80.10104741,30,22,37,1.467980296,2.531006547,90.64039409,203,26,12,21,0.221674877,2.413327647,9.359605911,203,26,19,27,2.950738916,2.413327647,50.24630542,203,20211216-0900-mhoger_Watershed_,5.766550523,91.44599303,0.673635308,2.113821138,NA
20211216-0956-mshank,South_Branch_Laurel_Run,40.2607867,-77.48904738,2050305,Lower_Susquehanna-Swatara,0205030501,020503050105,Laurel_Run,Perry,2021,12,16,Freestone,"6-Dframe_Composite,_200_subsample",86.8661,NA,28,18,15,9,3,30,32,2.38,2.64,77.9,0,17,18,16,18,19,17,19,18,14,19,20,18,213,3.3,<25_standardizations,86.85235339,73.14111542,79.2630929,28,15,30,2.37745098,2.63529875,77.94117647,204,22,13,15,0.696517413,2.5264326,51.74129353,201,22,14,26,2.497512438,2.5264326,72.63681592,201,20211216-0956-mshank_Watershed_,3.91055532,96.06824926,0.021195422,0,NA
20211216-1020-tdaley,Unnamed__Tributary_to_Meshoppen_Creek,41.77775713,-75.8475161,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060803,Thomas_Creek-Meshoppen_Creek,Susquehanna,2021,12,16,Freestone,"6-Dframe_Composite,_200_subsample",72.3938,NA,24,16,11,3,9,20,23,2.83,2.46,64.8,0.5,14,15,14,11,9,13,19,14,12,8,11,10,150,2,<25_standardizations,72.3811696,49.60526816,55.22521631,24,11,20,2.829145729,2.456699638,64.8241206,199,17,4,6,0.681818182,2.306017495,11.61616162,198,17,9,13,3.853535354,2.306017495,35.35353535,198,20211216-1020-tdaley_Watershed_,8.803222094,45.7278481,37.3273878,8.141542002,NA
20211216-1046-mshank,Laurel_Run,40.26239036,-77.49190996,02050305,Lower_Susquehanna-Swatara,0205030501,020503050105,Laurel_Run,Perry,2021,12,16,Freestone,"6-Dframe_Composite,_200_subsample",84.7548,NA,26,17,14,5,4,33,29,2.67,2.61,74,0.5,15,18,15,18,18,18,16,14,12,16,20,20,200,7.5,<25_standardizations,84.77900935,68.34768345,70.11658881,26,14,33,2.668269231,2.61223234,74.03846154,208,22,10,18,0.528846154,2.515274607,32.69230769,208,22,12,20,3.163461538,2.515274607,55.76923077,208,20211216-1046-mshank_Watershed_,3.644294358,96.35570564,0,0,NA
20211216-1145-tdaley,Unnamed__Tributary_to_Meshoppen_Creek,41.77609036,-75.84853597,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060803,Thomas_Creek-Meshoppen_Creek,Susquehanna,2021,12,16,Freestone,"6-Dframe_Composite,_200_subsample",59.4321,NA,18,13,10,2,6,19,20,3.88,2.11,42.4,0,14,16,14,10,16,13,19,15,13,14,10,8,162,1.8,<25_standardizations,59.44867717,45.40324297,49.38518436,18,10,19,3.879581152,2.112397271,42.40837696,191,15,4,9,1.596858639,1.96481821,8.376963351,191,15,9,10,4.418848168,1.96481821,33.5078534,191,20211216-1145-tdaley_Watershed_,10.53423627,43.75470278,37.20842739,8.502633559,NA
20211216-1152-mshank,Laurel_Run,40.27125243,-77.47756163,2050305,Lower_Susquehanna-Swatara,0205030501,020503050105,Laurel_Run,Perry,2021,12,16,Freestone,"6-Dframe_Composite,_200_subsample",74.0291,NA,21,15,12,4,6,24,23,2.93,2.52,66.7,0.5,16,18,18,17,17,19,19,19,16,17,19,16,211,12.5,<25_standardizations,74.04824129,61.92341085,67.15801942,21,12,24,2.930348259,2.524516273,66.66666667,201,19,7,12,0.845771144,2.497706177,38.30845771,201,19,12,17,3.218905473,2.497706177,56.21890547,201,20211216-1152-mshank_Watershed_,3.764048117,96.2303044,0.005647484,0,NA
20211216-1310-tdaley,Unnamed__Tributary_to_Meshoppen_Creek,41.74073684,-75.85766013,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060803,Thomas_Creek-Meshoppen_Creek,Susquehanna,2021,12,16,Freestone,"6-Dframe_Composite,_200_subsample",76.5995,NA,28,20,15,5,9,26,28,3.57,2.55,49.8,1.4,14,15,15,10,13,14,18,13,13,12,11,10,158,3.3,<25_standardizations,76.59347744,61.44287752,63.9084511,28,15,26,3.572093023,2.550792593,49.76744186,215,22,9,15,1.209302326,2.454987066,17.6744186,215,22,13,19,4.088372093,2.454987066,33.48837209,215,20211216-1310-tdaley_Watershed_,8.236179015,40.88943212,46.06054908,4.813839789,NA
